"2021-05-20 18:48:46.762","2021-05-20 18:48:46,762 ipaddr - - ""GET /item?itemid=43 HTTP/1.1"" 200 - 45 [dce16d41-6adb-47c9-b474-62d8d1df8bbe] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Front", "Scenario 3a, step 1/3"
"2021-05-20 18:48:46.891","2021-05-20 18:48:46,891 ipaddr - - ""GET /item?id=43 HTTP/1.1"" 200 - 45 [dce16d41-6adb-47c9-b474-62d8d1df8bbe] ""Java-SDK""","Inventory", "Scenario 3a, step 2/3"
"2021-05-20 18:48:47.121","2021-05-20 18:48:47,121 ipaddr - - ""POST /account/delete HTTP/1.1"" 200 - 45 [a8823569-bd84-4135-8325-a0ec2178ba8a] ""Java-SDK""","Front", "Scenario 11, step 1/2"
"2021-05-20 18:48:47.449","2021-05-20 18:48:47,449 ipaddr - - ""GET /all/albums HTTP/1.1"" 200 - 45 [79700e4c-4cef-4ead-bd43-fbedb0c26443] ""Java-SDK""","Front", "Scenario 4, step 1/3"
"2021-05-20 18:48:47.533","2021-05-20 18:48:47,533 ipaddr - - ""DELETE /account?accountid=28 HTTP/1.1"" 200 - 45 [a8823569-bd84-4135-8325-a0ec2178ba8a] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Account", "Scenario 11, step 2/2"
"2021-05-20 18:48:47.841","2021-05-20 18:48:47,841 ipaddr - - ""POST /shipment/calculate HTTP/1.1"" 200 - 45 [06f58364-db34-44d2-83bc-ee38322a6371] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Front", "Scenario 6, step 1/3"
"2021-05-20 18:48:47.961","2021-05-20 18:48:47,961 ipaddr - - ""POST /shipment HTTP/1.1"" 200 - 45 [06f58364-db34-44d2-83bc-ee38322a6371] ""Java-SDK""","Shipping", "Scenario 6, step 2/3"
"2021-05-20 18:48:48.059","2021-05-20 18:48:48,059 ipaddr - - ""POST /order HTTP/1.1"" 200 - 45 [28cbc430-ee4c-4f8a-a74e-55855ac9a795] ""Java-SDK""","Front", "Scenario 7, step 1/3"
"2021-05-20 18:48:48.264","2021-05-20 18:48:48,264 ipaddr - - ""POST /login HTTP/1.1"" 200 - 45 [a5e08c9d-2f1a-47ad-a332-9e9eca188d46] ""Java-SDK""","Front", "Scenario 9, step 1/2"
"2021-05-20 18:48:48.504","2021-05-20 18:48:48,504 ipaddr - - ""GET /item?itemid=111 HTTP/1.1"" 200 - 45 [24a42f01-4ecc-4766-837b-62dd2d4594a6] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Front", "Scenario 4a, step 1/3"
"2021-05-20 18:48:48.804","2021-05-20 18:48:48,804 ipaddr - - ""POST /account/update HTTP/1.1"" 200 - 45 [7669eff7-7985-439f-b947-d487b6d10e46] ""Java-SDK""","Front", "Scenario 10, step 1/2"
"2021-05-20 18:48:48.990","2021-05-20 18:48:48,990 ipaddr - - ""GET /item?itemid=33 HTTP/1.1"" 200 - 45 [ba30ce19-a1ce-4ced-bc5f-73d7f891b341] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Front", "Scenario 2a, step 1/3"
"2021-05-20 18:48:49.298","2021-05-20 18:48:49,298 ipaddr - - ""POST /order HTTP/1.1"" 200 - 45 [28cbc430-ee4c-4f8a-a74e-55855ac9a795] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Shipping", "Scenario 7, step 2/3"
"2021-05-20 18:48:49.694","2021-05-20 18:48:49,694 ipaddr - - ""GET /movie?id=43 HTTP/1.1"" 200 - 45 [dce16d41-6adb-47c9-b474-62d8d1df8bbe] ""Java-SDK""","Movie", "Scenario 3a, step 3/3"
"2021-05-20 18:48:49.838","2021-05-20 18:48:49,838 ipaddr - - ""GET /adress?accountid=57 HTTP/1.1"" 200 - 45 [06f58364-db34-44d2-83bc-ee38322a6371] ""Java-SDK""","Account", "Scenario 6, step 3/3"
"2021-05-20 18:48:50.081","2021-05-20 18:48:50,081 ipaddr - - ""POST /pay HTTP/1.1"" 200 - 45 [28cbc430-ee4c-4f8a-a74e-55855ac9a795] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Payment", "Scenario 7, step 3/3"
"2021-05-20 18:48:50.313","2021-05-20 18:48:50,313 ipaddr - - ""POST /discount/apply HTTP/1.1"" 200 - 45 [ad38d05a-749a-4cd3-9a18-85babe6b0249] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Front", "Scenario 5, step 1/3"
"2021-05-20 18:48:50.721","2021-05-20 18:48:50,721 ipaddr - - ""GET / HTTP/1.1"" 200 - 45 [a8e36540-3ab2-4ecb-82e8-2d0fe8d17538] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Front", "Scenario 1, step 1/1"
"2021-05-20 18:48:51.202","2021-05-20 18:48:51,202 ipaddr - - ""POST /calculate HTTP/1.1"" 200 - 45 [ad38d05a-749a-4cd3-9a18-85babe6b0249] ""Java-SDK""","Shipping", "Scenario 5, step 2/3"
"2021-05-20 18:48:51.442","2021-05-20 18:48:51,442 ipaddr - - ""GET /item?id=111 HTTP/1.1"" 200 - 45 [24a42f01-4ecc-4766-837b-62dd2d4594a6] ""Java-SDK""","Inventory", "Scenario 4a, step 2/3"
"2021-05-20 18:48:51.858","2021-05-20 18:48:51,858 ipaddr - - ""GET /all/movies HTTP/1.1"" 200 - 45 [1e252c0f-8a3e-4990-b440-eb70c15790d3] ""Java-SDK""","Front", "Scenario 3, step 1/3"
"2021-05-20 18:48:52.130","2021-05-20 18:48:52,130 ipaddr - - ""GET /albums HTTP/1.1"" 200 - 45 [79700e4c-4cef-4ead-bd43-fbedb0c26443] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Inventory", "Scenario 4, step 2/3"
"2021-05-20 18:48:52.254","2021-05-20 18:48:52,254 ipaddr - - ""GET /movies HTTP/1.1"" 200 - 45 [1e252c0f-8a3e-4990-b440-eb70c15790d3] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Inventory", "Scenario 3, step 2/3"
"2021-05-20 18:48:52.349","2021-05-20 18:48:52,349 ipaddr - - ""GET /movies HTTP/1.1"" 200 - 45 [1e252c0f-8a3e-4990-b440-eb70c15790d3] ""Java-SDK""","Movie", "Scenario 3, step 3/3"
"2021-05-20 18:48:52.743","2021-05-20 18:48:52,743 ipaddr - - ""POST /account/new HTTP/1.1"" 200 - 45 [08446e7b-3e97-4e74-8f96-90fd54330a77] ""Java-SDK""","Front", "Scenario 8, step 1/2"
"2021-05-20 18:48:52.914","2021-05-20 18:48:52,914 ipaddr - - ""GET /album?id=111 HTTP/1.1"" 200 - 45 [24a42f01-4ecc-4766-837b-62dd2d4594a6] ""Java-SDK""","Album", "Scenario 4a, step 3/3"
"2021-05-20 18:48:53.106","2021-05-20 18:48:53,106 ipaddr - - ""GET /account?accountid=121 HTTP/1.1"" 200 - 45 [a5e08c9d-2f1a-47ad-a332-9e9eca188d46] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Account", "Scenario 9, step 2/2"
"2021-05-20 18:48:53.543","2021-05-20 18:48:53,543 ipaddr - - ""GET /item?id=33 HTTP/1.1"" 200 - 45 [ba30ce19-a1ce-4ced-bc5f-73d7f891b341] ""Java-SDK""","Inventory", "Scenario 2a, step 2/3"
"2021-05-20 18:48:53.761","2021-05-20 18:48:53,761 ipaddr - - ""GET /discount?accountid=96 HTTP/1.1"" 200 - 45 [ad38d05a-749a-4cd3-9a18-85babe6b0249] ""Java-SDK""","Account", "Scenario 5, step 3/3"
"2021-05-20 18:48:53.838","2021-05-20 18:48:53,838 ipaddr - - ""GET /albums HTTP/1.1"" 200 - 45 [79700e4c-4cef-4ead-bd43-fbedb0c26443] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Album", "Scenario 4, step 3/3"
"2021-05-20 18:48:54.296","2021-05-20 18:48:54,296 ipaddr - - ""GET /book?id=33 HTTP/1.1"" 200 - 45 [ba30ce19-a1ce-4ced-bc5f-73d7f891b341] ""Java-SDK""","Book", "Scenario 2a, step 3/3"
"2021-05-20 18:48:54.783","2021-05-20 18:48:54,783 ipaddr - - ""GET /all/books HTTP/1.1"" 200 - 45 [01be0da0-fe70-4da6-adef-78b1c2d88428] ""Java-SDK""","Front", "Scenario 2, step 1/3"
"2021-05-20 18:48:55.067","2021-05-20 18:48:55,067 ipaddr - - ""POST /account HTTP/1.1"" 200 - 45 [08446e7b-3e97-4e74-8f96-90fd54330a77] ""Apache-HttpClient/4.5.10 (Java/11.0.9)""","Account", "Scenario 8, step 2/2"
